route_id,recorded_at,distance,next_distance
151768,2020-11-03 04:47:46,39496316.0,3982014.0
151768,2020-11-03 04:48:15,40145204.0,4043106.0
151768,2020-11-03 04:48:56,40946400.0,4121735.0
151768,2020-11-03 04:50:34,42759368.0,4306511.0
151768,2020-11-03 04:51:44,43667888.0,4367772.0
151768,2020-11-03 04:52:52,43790824.0,439248.0
151768,2020-11-03 04:54:32,44375824.0,4444678.0
151768,2020-11-03 04:56:39,44613972.0,4461446.0
151768,2020-11-03 05:00:12,44639304.0,4468964.0
151768,2020-11-03 05:01:08,44945444.0,4501695.0
151768,2020-11-03 05:01:36,45122688.0,4517859.0
151768,2020-11-03 05:02:34,45248652.0,4532761.0
151768,2020-11-03 05:03:00,45439184.0,4558725.0
151768,2020-11-03 05:03:42,45754876.0,4583335.0
151768,2020-11-03 05:05:49,46071044.0,4607492.0
151768,2020-11-03 05:07:45,46105632.0,4616315.0
151768,2020-11-03 05:08:56,46431728.0,4651534.0
151768,2020-11-03 05:09:11,4651534.0,465887.0
151768,2020-11-03 05:09:52,46771696.0,4689822.0
151768,2020-11-03 05:10:22,46997796.0,4705563.0
151768,2020-11-03 05:11:48,47208424.0,4725545.0
151768,2020-11-03 05:15:02,47272768.0,4730204.0
151768,2020-11-03 05:15:30,47312704.0,4731906.0
151768,2020-11-03 05:16:13,47326476.0,4732716.0
151768,2020-11-03 05:19:01,47483016.0,474863.0
151768,2020-11-03 05:21:08,47719744.0,4782371.0
151768,2020-11-03 05:21:36,4788984.0,479782.0
151768,2020-11-03 05:24:13,47982164.0,4798476.0
151768,2020-11-03 05:28:30,48401868.0,4846919.0
151768,2020-11-03 05:29:13,48525796.0,4854909.0
151768,2020-11-03 05:29:42,48612936.0,4867789.0
151768,2020-11-03 05:32:45,48734224.0,4877835.0
151768,2020-11-03 05:33:15,48816896.0,4884357.0
151768,2020-11-03 05:37:40,49117668.0,4926684.0
151768,2020-11-03 05:44:01,49683928.0,4976003.0
151768,2020-11-03 05:44:57,50038232.0,500388.0
151768,2020-11-03 05:47:16,50043264.0,50044.0
151768,2020-11-03 05:48:26,50120972.0,501337.0
151768,2020-11-03 05:48:54,5018023.0,501965.0
151768,2020-11-03 05:51:27,50234384.0,502345.0
151768,2020-11-03 05:54:01,50386844.0,5042875.0
151768,2020-11-03 05:54:43,50437056.0,5043746.0
151768,2020-11-03 05:58:02,50453204.0,5046373.0
151768,2020-11-03 06:01:33,50853744.0,5085708.0
151768,2020-11-03 06:04:25,50889484.0,5090078.0
151768,2020-11-03 06:05:49,51321116.0,5143497.0
151768,2020-11-03 06:07:26,52016384.0,5213911.0
151768,2020-11-03 06:08:20,52262096.0,5237077.0
151768,2020-11-03 06:09:17,52901016.0,5309817.0
151768,2020-11-03 06:11:12,53604592.0,5370202.0
151768,2020-11-03 06:11:40,53810516.0,5388989.0
151768,2020-11-03 06:11:54,5388989.0,540092.0
151768,2020-11-03 06:12:52,54334312.0,5433975.0
151768,2020-11-03 06:16:09,54915484.0,5505321.0
151768,2020-11-03 06:17:04,55445824.0,55608.0
151768,2020-11-03 06:17:59,56160112.0,5634461.0
151768,2020-11-03 06:19:40,57195724.0,5737248.0
151768,2020-11-03 06:19:53,5737248.0,575809.0
151768,2020-11-03 06:20:37,57890156.0,5809752.0
151768,2020-11-03 06:21:18,58628664.0,5891042.0
151768,2020-11-03 06:22:01,59544744.0,5982842.0
151768,2020-11-03 06:25:19,61503396.0,6167259.0
151768,2020-11-03 06:25:45,61883584.0,6204927.0
151768,2020-11-03 06:26:25,62131444.0,6228029.0
151768,2020-11-03 06:26:53,62473656.0,6270993.0
151768,2020-11-03 06:27:33,63170744.0,634042.0
151768,2020-11-03 06:28:00,63625256.0,6386921.0
151768,2020-11-03 06:28:40,64234704.0,643739.0
151768,2020-11-03 06:29:07,64521504.0,6471545.0
151768,2020-11-03 06:29:34,64828636.0,6484079.0
151768,2020-11-03 06:30:42,65155440.0,6521645.0
151768,2020-11-03 06:32:06,65608016.0,6567649.0
151768,2020-11-03 06:32:32,65732556.0,6578017.0
151768,2020-11-03 06:33:32,65791696.0,6581251.0
151768,2020-11-03 06:36:23,6581251.0,658164.0
151768,2020-11-03 06:39:07,65823944.0,658542.0
151768,2020-11-03 06:39:48,65949624.0,660071.0
151768,2020-11-03 06:40:46,66287016.0,6642409.0
151768,2020-11-03 06:43:23,6671995.0,667209.0
151768,2020-11-03 06:44:33,66733232.0,6676342.0
151768,2020-11-03 06:47:34,67459872.0,676397.0
151768,2020-11-03 06:48:01,67800336.0,6799406.0
151768,2020-11-03 06:48:44,68451056.0,6866587.0
151768,2020-11-03 06:48:57,6866587.0,689209.0
151768,2020-11-03 06:49:39,69437056.0,695789.0
151768,2020-11-03 06:50:07,69714696.0,6992799.0
151768,2020-11-03 06:50:21,6992799.0,701839.0
151768,2020-11-03 06:51:16,70838016.0,7110096.0
151768,2020-11-03 06:52:42,7189129.0,720779.0
151768,2020-11-03 06:53:44,72947944.0,7325024.0
151768,2020-11-03 06:56:17,75079552.0,7525518.0
151768,2020-11-03 06:56:44,75439416.0,7568428.0
151768,2020-11-03 06:57:13,75770584.0,7591591.0
151768,2020-11-03 06:58:23,7699082.0,773189.0
151768,2020-11-03 06:59:32,78359416.0,7859408.0
151768,2020-11-03 07:00:28,78890736.0,7898435.0
151768,2020-11-03 07:00:57,7901509.0,0.0
152873,2020-11-07 05:52:26,22050644.0,5136467.0
152873,2020-11-07 05:52:54,96931856.0,19794668.0
152873,2020-11-07 05:53:07,19794668.0,3679158.0
152873,2020-11-07 05:53:35,47004108.0,6586912.0
152873,2020-11-07 05:54:03,86124944.0,11098044.0
152873,2020-11-07 05:57:27,42605624.0,4510757.0
152873,2020-11-07 05:57:55,48382536.0,5147704.0
152873,2020-11-07 05:58:35,57741344.0,6115416.0
152873,2020-11-07 05:59:30,70820016.0,7392913.0
152873,2020-11-07 06:04:44,9670387.0,967114.0
152873,2020-11-07 06:07:14,9928061.0,1000617.0
152873,2020-11-07 06:10:00,10419909.0,1043383.0
152873,2020-11-07 06:10:40,10718349.0,1100033.0
152873,2020-11-07 06:13:12,11862587.0,1186263.0
152873,2020-11-07 06:13:41,11867581.0,1187108.0
152873,2020-11-07 06:20:30,128703544.0,12887312.0
152873,2020-11-07 06:29:02,13691877.0,1374832.0
152873,2020-11-07 06:31:37,13944074.0,1394446.0
152873,2020-11-07 06:32:30,14005021.0,1402417.0
152873,2020-11-07 06:34:18,141235632.0,14170653.0
152873,2020-11-07 06:34:33,14170653.0,1420155.0
152873,2020-11-07 06:35:56,14303281.0,1431583.0
152873,2020-11-07 06:36:37,143646448.0,14369849.0
152873,2020-11-07 06:36:51,14369849.0,1437335.0
152873,2020-11-07 06:37:20,14388816.0,1444185.0
152873,2020-11-07 06:39:13,145447712.0,14546467.0
152873,2020-11-07 06:41:18,14758087.0,147707.0
152873,2020-11-07 06:41:47,14770958.0,1479169.0
152873,2020-11-07 06:42:29,14886258.0,1491502.0
152873,2020-11-07 06:43:53,14992219.0,1505311.0
152873,2020-11-07 06:49:42,15425224.0,1542588.0
152873,2020-11-07 06:52:57,15568399.0,1560578.0
152873,2020-11-07 06:54:33,15669857.0,1568672.0
152873,2020-11-07 06:57:32,15941484.0,1594933.0
152873,2020-11-07 07:00:45,161355632.0,16155215.0
152873,2020-11-07 07:05:21,16554805.0,1659422.0
152873,2020-11-07 07:06:19,16681416.0,1668143.0
152873,2020-11-07 07:07:55,16729752.0,1676318.0
152873,2020-11-07 07:09:15,16988898.0,1699267.0
152873,2020-11-07 07:09:57,17027980.0,1708973.0
152873,2020-11-07 07:12:45,17295040.0,1732181.0
152873,2020-11-07 07:13:25,17370032.0,1738679.0
152873,2020-11-07 07:14:37,17464016.0,1747851.0
152873,2020-11-07 07:15:57,17594204.0,175982.0
152873,2020-11-07 07:18:04,17715968.0,177551.0
152873,2020-11-07 07:19:43,17904108.0,1791542.0
152873,2020-11-07 07:24:17,18158056.0,1822548.0
152873,2020-11-07 07:26:07,18404524.0,1843813.0
152873,2020-11-07 07:26:33,18491708.0,1851546.0
152873,2020-11-07 07:29:50,18734020.0,1876266.0
152873,2020-11-07 07:32:44,18955048.0,1896471.0
152873,2020-11-07 07:36:42,19296264.0,1929653.0
152873,2020-11-07 07:38:03,19360088.0,1937871.0
152873,2020-11-07 07:40:19,19535322.0,1954568.0
152873,2020-11-07 07:41:57,19645014.0,1964728.0
152873,2020-11-07 07:44:03,19788602.0,1984979.0
152873,2020-11-07 07:46:09,19939172.0,1995262.0
152873,2020-11-07 07:47:58,19981368.0,1998432.0
152873,2020-11-07 07:50:20,20142464.0,2016301.0
152873,2020-11-07 07:54:41,20398544.0,2041677.0
152873,2020-11-07 07:56:19,20475896.0,2047597.0
152873,2020-11-07 07:56:47,20490292.0,2049463.0
152873,2020-11-07 08:00:45,20518568.0,2051887.0
152873,2020-11-07 08:07:06,20519236.0,2051998.0
152873,2020-11-07 08:08:44,20522602.0,2055408.0
152873,2020-11-07 08:12:10,20671216.0,2070057.0
152873,2020-11-07 08:13:48,20793354.0,208048.0
152873,2020-11-07 08:14:53,20931036.0,2097484.0
152873,2020-11-07 08:15:20,20988984.0,2099617.0
152873,2020-11-07 08:17:06,21056892.0,21082.0
152873,2020-11-07 08:19:13,21262208.0,2127052.0
152873,2020-11-07 08:20:22,21302892.0,213029.0
152873,2020-11-07 08:20:52,21305796.0,2132144.0
152873,2020-11-07 08:23:09,21399566.0,2141054.0
152873,2020-11-07 08:24:47,21456852.0,2149226.0
152873,2020-11-07 08:25:30,21539536.0,2156037.0
152873,2020-11-07 08:25:59,21605304.0,2160566.0
152873,2020-11-07 08:28:35,21770272.0,2178857.0
152873,2020-11-07 08:29:19,21800684.0,2181496.0
152873,2020-11-07 08:31:10,21951692.0,2195187.0
152873,2020-11-07 08:31:38,21956788.0,2198777.0
152873,2020-11-07 08:33:45,22029334.0,2206978.0
152873,2020-11-07 08:34:39,22108682.0,2213058.0
152873,2020-11-07 08:37:01,22248128.0,2226783.0
152873,2020-11-07 08:40:59,22418960.0,2242135.0
152873,2020-11-07 08:42:12,22434952.0,2244535.0
152873,2020-11-07 08:43:23,22507564.0,2251368.0
152873,2020-11-07 08:44:05,22532132.0,2254194.0
152873,2020-11-07 08:44:31,22561944.0,2259014.0
152873,2020-11-07 08:45:30,22605868.0,2260588.0
152873,2020-11-07 08:47:36,22678758.0,2270485.0
152873,2020-11-07 08:50:37,22972288.0,2303872.0
152873,2020-11-07 08:53:10,23124936.0,2312523.0
152873,2020-11-07 08:56:57,23150748.0,2316608.0
152873,2020-11-07 09:02:39,23404308.0,2340828.0
152873,2020-11-07 09:03:22,23436224.0,2344551.0
152873,2020-11-07 09:03:50,23465496.0,2346563.0
152873,2020-11-07 09:08:36,23665104.0,2368959.0
152873,2020-11-07 09:09:17,23724876.0,2374755.0
152873,2020-11-07 09:10:26,23824418.0,2384535.0
152873,2020-11-07 09:12:19,23920338.0,2396134.0
152873,2020-11-07 09:13:14,23985224.0,240061.0
152873,2020-11-07 09:14:23,24054724.0,2409086.0
152873,2020-11-07 09:15:20,24105762.0,2410584.0
152873,2020-11-07 09:19:41,24324684.0,243283.0
152873,2020-11-07 09:26:26,24790332.0,2489045.0
152873,2020-11-07 09:27:08,25023832.0,2505605.0
152873,2020-11-07 09:28:05,25069834.0,2509335.0
152873,2020-11-07 09:28:46,25114156.0,2511417.0
152873,2020-11-07 09:30:10,25167994.0,2518505.0
152873,2020-11-07 09:32:06,25244628.0,252488.0
152873,2020-11-07 09:35:13,25490506.0,2550062.0
152873,2020-11-07 09:37:45,25609238.0,2562119.0
152873,2020-11-07 09:39:28,25688184.0,2571102.0
152873,2020-11-07 09:40:25,25797476.0,2579749.0
152873,2020-11-07 09:42:47,25910440.0,2592317.0
152873,2020-11-07 09:44:01,25981228.0,259813.0
152873,2020-11-07 09:44:44,26002182.0,2602965.0
152873,2020-11-07 09:45:11,26047548.0,260774.0
152873,2020-11-07 09:45:57,26134696.0,2616961.0
152873,2020-11-07 09:47:23,26279216.0,2629946.0
152873,2020-11-07 09:48:17,26383608.0,2641968.0
152873,2020-11-07 09:49:01,26500992.0,2651467.0
152873,2020-11-07 09:49:30,26522272.0,2652704.0
152873,2020-11-07 09:50:52,26704728.0,2670604.0
152873,2020-11-07 09:57:13,26724776.0,2676246.0
152873,2020-11-07 09:58:21,26809182.0,268261.0
152873,2020-11-07 10:00:13,26979128.0,2698151.0
152873,2020-11-07 10:01:40,27039872.0,2705419.0
152873,2020-11-07 10:02:52,27077688.0,2708267.0
152873,2020-11-07 10:04:17,27153292.0,2717156.0
152873,2020-11-07 10:06:52,27267280.0,2728078.0
152873,2020-11-07 10:07:19,27322078.0,2736385.0
152873,2020-11-07 10:08:15,27403994.0,2744223.0
152873,2020-11-07 10:10:39,27524544.0,2752497.0
152873,2020-11-07 10:13:54,27727914.0,2776243.0
152873,2020-11-07 10:16:15,27859146.0,2786607.0
152873,2020-11-07 10:16:29,2786607.0,278839.0
152873,2020-11-07 10:16:58,27913136.0,2792576.0
152873,2020-11-07 10:17:40,27957104.0,2799335.0
152873,2020-11-07 10:18:34,28020684.0,280406.0
152873,2020-11-07 10:20:55,28150002.0,2818156.0
152873,2020-11-07 10:21:51,28237674.0,2824844.0
152873,2020-11-07 10:22:19,28261672.0,2828543.0
152873,2020-11-07 10:23:26,28348238.0,2835249.0
152873,2020-11-07 10:24:10,28422232.0,2843744.0
152873,2020-11-07 10:24:54,28474084.0,2849789.0
152873,2020-11-07 10:26:04,28606834.0,2861531.0
152873,2020-11-07 10:26:33,28625952.0,2862596.0
152873,2020-11-07 10:27:42,28695612.0,2875131.0
152873,2020-11-07 10:28:22,28781624.0,2881728.0
152873,2020-11-07 10:29:21,28888292.0,2889227.0
152873,2020-11-07 10:30:14,29028772.0,2905003.0
152873,2020-11-07 10:32:19,29084544.0,2910727.0
152873,2020-11-07 10:34:26,29230486.0,2935183.0
152873,2020-11-07 10:35:52,29504112.0,2951026.0
152873,2020-11-07 10:37:01,29570044.0,2959322.0
152873,2020-11-07 10:38:25,29641148.0,2966599.0
152873,2020-11-07 10:39:36,29731888.0,297319.0
152873,2020-11-07 10:40:43,29786884.0,2980741.0
152873,2020-11-07 10:41:25,29873964.0,2988779.0
152873,2020-11-07 10:42:07,29916124.0,29941.0
152873,2020-11-07 10:43:17,30018716.0,3003212.0
152873,2020-11-07 10:45:34,30132792.0,3014437.0
152873,2020-11-07 10:49:04,30420602.0,3044549.0
152873,2020-11-07 10:52:08,30598616.0,3062069.0
152873,2020-11-07 10:53:18,30674312.0,3069183.0
152873,2020-11-07 10:53:45,30760716.0,3084489.0
152873,2020-11-07 10:53:59,3084489.0,30846.0
152873,2020-11-07 10:55:58,30900056.0,3094061.0
152873,2020-11-07 10:59:28,31019408.0,3103733.0
152873,2020-11-07 11:03:13,31603156.0,3163168.0
152873,2020-11-07 11:04:09,31674384.0,3167941.0
152873,2020-11-07 11:04:50,31782932.0,3178318.0
152873,2020-11-07 11:07:08,32003594.0,3202512.0
152873,2020-11-07 11:07:51,32095536.0,3214282.0
152873,2020-11-07 11:09:43,32260338.0,3228197.0
152873,2020-11-07 11:11:09,32465346.0,3254411.0
152873,2020-11-07 11:11:53,32696002.0,3270153.0
152873,2020-11-07 11:13:00,32730924.0,327672.0
152873,2020-11-07 11:27:01,32767258.0,3279893.0
152873,2020-11-07 11:28:43,33188992.0,3327971.0
152873,2020-11-07 11:30:08,33595592.0,3368104.0
152873,2020-11-07 11:31:06,34097584.0,3424001.0
152873,2020-11-07 11:31:48,34425600.0,3454231.0
152873,2020-11-07 11:32:31,35013824.0,3532359.0
152873,2020-11-07 11:33:00,35682216.0,3603505.0
152873,2020-11-07 11:34:10,37265496.0,3754212.0
152873,2020-11-07 11:34:53,38162008.0,3851935.0
152873,2020-11-07 11:35:22,3885559.0,391773.0
152873,2020-11-07 11:36:03,39540724.0,3965492.0
152873,2020-11-07 11:36:18,3965492.0,39793.0
152873,2020-11-07 11:37:40,40444832.0,4063334.0
152873,2020-11-07 11:38:22,40951920.0,4095427.0
152873,2020-11-07 11:39:17,40963952.0,4102277.0
152873,2020-11-07 11:39:44,41169312.0,4131898.0
152873,2020-11-07 11:40:27,41681048.0,4188564.0
152873,2020-11-07 11:41:09,42066944.0,4225035.0
152873,2020-11-07 11:41:53,42757264.0,4302941.0
152873,2020-11-07 11:42:36,43424152.0,4366168.0
152873,2020-11-07 11:43:19,43995228.0,4411423.0
152873,2020-11-07 11:44:02,44375864.0,4457054.0
152873,2020-11-07 11:44:28,44842856.0,4511311.0
152873,2020-11-07 11:44:56,45361400.0,4557581.0
152873,2020-11-07 11:45:22,45816584.0,4600008.0
152873,2020-11-07 11:47:00,46685516.0,4675084.0
152873,2020-11-07 11:47:29,46825556.0,4695475.0
152873,2020-11-07 11:48:25,47280464.0,4747104.0
152873,2020-11-07 11:49:07,47686176.0,477763.0
152873,2020-11-07 11:50:04,48209088.0,4837577.0
152873,2020-11-07 11:51:00,48930016.0,4908311.0
152873,2020-11-07 11:51:26,49235008.0,4939939.0
152873,2020-11-07 11:51:54,49577784.0,4969078.0
152873,2020-11-07 11:52:08,4969078.0,497671.0
152873,2020-11-07 11:52:36,49846144.0,499666.0
152873,2020-11-07 11:53:04,50102584.0,5017188.0
